insurance_type,postal_code,address,city,province,country,unit_apt,name,date_of_birth,move_in_year,occupants,active_home_insurance,ever_insured,num_claims,num_cancellations,multiline_discount,has_monitored_fire_alarm,has_deadbolt_locks,has_monitored_burglar_alarm,has_sprinkler_system,occupants_non_smokers,num_fire_extinguishers,num_mortgages,email,phone,nearest_firehall,nearest_firehydrant,primary_heating,cancellation_month,cancellation_year,claim_month_zero,claim_year_zero,claim_type_zero,claim_month_one,claim_year_one,claim_type_one
H,,,,ON,CANADA,,Kevin Blair,1991-04-11,2015,1,FALSE,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,bigballs@gmail.com,8554654009,8,301,oil,1,2022,1,2022,Wind/Hail Claim,4,2024,Wind/Hail Claim
H,,,,ON,CANADA,,Brandon Tran,1993-09-20,2021,1,FALSE,TRUE,1,2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,bigballs@gmail.com,7818397978,13,300,radiant,1,2022,6,2022,Water Damage Claim,9,2025,Fire Claim
H,,,,ON,CANADA,348,Robert Reyes,1956-05-14,2018,3,FALSE,FALSE,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,bigballs@gmail.com,2897308160,5,300,water,1,2022,4,2023,Other Type of Claim,1,2024,Fire Claim
H,,,,ON,CANADA,,Sheila Hoover,1985-01-12,2017,2,FALSE,FALSE,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,2,bigballs@gmail.com,8554654009,8,300,oil,1,2022,3,2023,Sewer Backup Claim,1,2022,Personal Property Claim
H,,,,ON,CANADA,423,Briana Adams,1993-04-28,2021,2,FALSE,FALSE,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,bigballs@gmail.com,7818397978,13,301,naturalgas,1,2022,1,2023,Sewer Backup Claim,1,2022,Sewer Backup Claim
H,,,,ON,CANADA,683,Mary Acevedo MD,1996-12-12,2011,3,FALSE,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,bigballs@gmail.com,7818397978,5,300,unknown,1,2022,11,2021,Liability Claim,2,2022,Other Type of Claim
H,,,,ON,CANADA,603,Steven Vasquez,1950-09-30,2024,3,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,1,bigballs@gmail.com,8554654009,5,300,electric,1,2022,3,2025,Fire Claim,11,2023,Wind/Hail Claim
H,,,,ON,CANADA,930,Daniel Pruitt,1976-02-26,2012,1,FALSE,TRUE,2,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,1,bigballs@gmail.com,8554654009,5,150,none,1,2022,8,2024,Fire Claim,3,2024,Liability Claim
H,,,,ON,CANADA,544,Alisha Smith,2004-07-21,2010,2,FALSE,FALSE,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0,bigballs@gmail.com,7818397978,8,300,unknown,1,2022,1,2022,Other Type of Claim,9,2025,Wind/Hail Claim
H,,,,ON,CANADA,,Taylor Mathis,1959-11-26,2017,3,FALSE,TRUE,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,bigballs@gmail.com,8554654009,13,300,naturalgas,1,2022,3,2021,Sewer Backup Claim,8,2022,Water Damage Claim
H,,,,ON,CANADA,,Michael Morales,1959-12-08,2010,2,FALSE,TRUE,2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,bigballs@gmail.com,2897308160,13,150,oil,1,2022,8,2023,Sewer Backup Claim,6,2021,Fire Claim
H,,,,ON,CANADA,,Justin Sharp,1998-11-09,2016,2,FALSE,TRUE,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,2,bigballs@gmail.com,2897308160,13,150,none,1,2022,10,2021,Liability Claim,5,2022,Personal Property Claim
H,,,,ON,CANADA,953,Dylan Freeman,1969-12-12,2020,2,FALSE,FALSE,1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,bigballs@gmail.com,8554654009,8,301,geothermal,1,2022,6,2023,Water Damage Claim,7,2023,Other Type of Claim
H,,,,ON,CANADA,,Elizabeth Villegas,2006-08-28,2009,3,FALSE,TRUE,1,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,bigballs@gmail.com,7818397978,8,300,water,1,2022,7,2022,Sewer Backup Claim,2,2022,Liability Claim
H,,,,ON,CANADA,,John Campbell,1988-11-11,2011,3,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,bigballs@gmail.com,2897308160,16,150,oil,1,2022,12,2025,Wind/Hail Claim,4,2022,Fire Claim
H,,,,ON,CANADA,846,Ann Hughes,1954-10-03,2015,2,FALSE,FALSE,2,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,2,bigballs@gmail.com,8554654009,8,150,none,1,2022,1,2023,Wind/Hail Claim,1,2022,Sewer Backup Claim
H,,,,ON,CANADA,,Victoria Reid,1950-04-06,2018,3,FALSE,TRUE,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,1,bigballs@gmail.com,7818397978,13,301,none,1,2022,11,2022,Sewer Backup Claim,11,2025,Liability Claim
H,,,,ON,CANADA,911,Steven Odom,2001-01-22,2012,3,FALSE,FALSE,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,2,bigballs@gmail.com,2897308160,5,300,radiant,1,2022,8,2025,Wind/Hail Claim,12,2021,Liability Claim
H,,,,ON,CANADA,347,Brandon Woods,1969-07-22,2024,1,FALSE,FALSE,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,bigballs@gmail.com,2897308160,16,301,wood,1,2022,10,2022,Personal Property Claim,4,2024,Fire Claim
H,,,,ON,CANADA,,Kevin Mann,1967-05-28,2009,2,FALSE,TRUE,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,bigballs@gmail.com,2897308160,13,150,electric,1,2022,1,2024,Other Type of Claim,6,2021,Other Type of Claim
H,,,,ON,CANADA,,Dustin Davis,2007-03-25,2010,2,FALSE,TRUE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,bigballs@gmail.com,2897308160,5,300,oil,1,2022,10,2022,Personal Property Claim,6,2022,Other Type of Claim
H,,,,ON,CANADA,766,Noah Ward,1988-12-02,2012,1,FALSE,FALSE,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,0,bigballs@gmail.com,8554654009,13,301,oil,1,2022,4,2022,Fire Claim,3,2025,Wind/Hail Claim
H,,,,ON,CANADA,340,Lindsey Mcdonald,1983-07-16,2015,2,FALSE,FALSE,2,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,0,bigballs@gmail.com,2897308160,5,301,wood,1,2022,9,2025,Other Type of Claim,10,2021,Other Type of Claim
H,,,,ON,CANADA,376,Brandi Moore,1968-02-16,2015,1,FALSE,TRUE,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,bigballs@gmail.com,2897308160,5,300,electric,1,2022,11,2021,Personal Property Claim,8,2021,Sewer Backup Claim
H,,,,ON,CANADA,192,Sean Carter,1963-07-08,2023,2,FALSE,FALSE,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,2,bigballs@gmail.com,8554654009,5,301,unknown,1,2022,9,2024,Other Type of Claim,11,2025,Personal Property Claim
H,,,,ON,CANADA,,Austin Moore,1989-05-07,2013,1,FALSE,FALSE,2,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,bigballs@gmail.com,2897308160,5,150,oil,1,2022,12,2022,Water Damage Claim,6,2021,Sewer Backup Claim
H,,,,ON,CANADA,,Michael Cisneros,1996-08-08,2022,1,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,1,bigballs@gmail.com,2897308160,13,301,wood,1,2022,1,2025,Fire Claim,3,2022,Other Type of Claim
H,,,,ON,CANADA,173,Kathleen Burns,1949-09-01,2011,2,FALSE,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,2,bigballs@gmail.com,2897308160,8,300,oil,1,2022,12,2024,Liability Claim,7,2024,Other Type of Claim
H,,,,ON,CANADA,,Gina Krueger,1973-06-15,2019,1,FALSE,TRUE,1,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,2,bigballs@gmail.com,7818397978,13,300,water,1,2022,9,2025,Liability Claim,6,2025,Liability Claim
H,,,,ON,CANADA,,Gregory Dawson,1974-08-02,2012,3,FALSE,FALSE,2,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,bigballs@gmail.com,2897308160,5,301,unknown,1,2022,8,2021,Wind/Hail Claim,5,2022,Water Damage Claim
H,,,,ON,CANADA,,Savannah Ortiz,1981-05-18,2020,3,FALSE,TRUE,2,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,bigballs@gmail.com,2897308160,13,301,none,1,2022,9,2024,Sewer Backup Claim,11,2022,Fire Claim
H,,,,ON,CANADA,,Kenneth Jimenez,1948-06-17,2018,3,FALSE,FALSE,2,2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,1,bigballs@gmail.com,7818397978,16,150,electric,1,2022,7,2024,Personal Property Claim,2,2022,Wind/Hail Claim
H,,,,ON,CANADA,568,Edward Fields,1947-08-12,2017,1,FALSE,TRUE,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,1,bigballs@gmail.com,2897308160,13,301,water,1,2022,3,2022,Liability Claim,4,2021,Other Type of Claim
H,,,,ON,CANADA,463,Craig Mckay,1952-01-22,2017,1,FALSE,TRUE,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2,0,bigballs@gmail.com,2897308160,5,301,naturalgas,1,2022,2,2024,Liability Claim,8,2022,Other Type of Claim
H,,,,ON,CANADA,,Deborah Potter,1965-07-27,2015,3,FALSE,TRUE,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,1,bigballs@gmail.com,8554654009,16,150,radiant,1,2022,1,2022,Other Type of Claim,8,2022,Liability Claim
H,,,,ON,CANADA,518,Scott Escobar,1988-11-14,2019,2,FALSE,FALSE,2,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,2,bigballs@gmail.com,2897308160,8,301,geothermal,1,2022,8,2022,Fire Claim,4,2022,Wind/Hail Claim
H,,,,ON,CANADA,,Amy Marshall,1958-06-02,2024,3,FALSE,TRUE,1,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3,0,bigballs@gmail.com,7818397978,16,301,water,1,2022,3,2022,Personal Property Claim,9,2022,Liability Claim
H,,,,ON,CANADA,707,Francisco Knight,2006-01-22,2010,1,FALSE,TRUE,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,0,bigballs@gmail.com,8554654009,8,301,oil,1,2022,2,2023,Fire Claim,7,2022,Liability Claim
H,,,,ON,CANADA,,Jennifer Kaiser,1988-12-10,2024,3,FALSE,FALSE,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,2,bigballs@gmail.com,2897308160,16,300,electric,1,2022,12,2022,Fire Claim,9,2024,Other Type of Claim
H,,,,ON,CANADA,,Steven Gilbert,1947-03-08,2009,2,FALSE,TRUE,2,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,bigballs@gmail.com,2897308160,5,301,electric,1,2022,10,2024,Wind/Hail Claim,9,2023,Personal Property Claim
H,,,,ON,CANADA,,Kimberly Campbell,1978-06-11,2012,1,FALSE,FALSE,2,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,1,bigballs@gmail.com,7818397978,5,301,wood,1,2022,12,2025,Liability Claim,4,2022,Fire Claim
H,,,,ON,CANADA,25,Theodore Harrison,1981-03-08,2017,1,FALSE,FALSE,1,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,1,bigballs@gmail.com,2897308160,13,301,naturalgas,1,2022,4,2022,Fire Claim,4,2023,Fire Claim
H,,,,ON,CANADA,,Jennifer Lucas,1955-04-09,2015,2,FALSE,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,1,bigballs@gmail.com,8554654009,8,301,unknown,1,2022,11,2022,Other Type of Claim,3,2024,Water Damage Claim
H,,,,ON,CANADA,574,Ethan Harris,1969-02-02,2016,1,FALSE,TRUE,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,bigballs@gmail.com,8554654009,8,301,radiant,1,2022,12,2025,Other Type of Claim,12,2022,Water Damage Claim
H,,,,ON,CANADA,,Lisa Dixon,1952-11-13,2009,1,FALSE,TRUE,0,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,bigballs@gmail.com,8554654009,13,150,none,1,2022,8,2022,Wind/Hail Claim,12,2021,Personal Property Claim
H,,,,ON,CANADA,,Marc Pace,2006-06-24,2013,2,FALSE,FALSE,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,2,bigballs@gmail.com,7818397978,8,150,geothermal,1,2022,4,2022,Other Type of Claim,2,2022,Liability Claim
H,,,,ON,CANADA,410,Alexandria Lindsey,1958-03-26,2022,3,FALSE,TRUE,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,2,bigballs@gmail.com,8554654009,13,301,none,1,2022,5,2023,Other Type of Claim,1,2021,Other Type of Claim
H,,,,ON,CANADA,117,Charles Lutz,1983-12-31,2010,3,FALSE,TRUE,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,2,bigballs@gmail.com,2897308160,5,150,radiant,1,2022,12,2025,Other Type of Claim,4,2024,Personal Property Claim
H,,,,ON,CANADA,,Anthony Alvarez,1999-10-21,2011,3,FALSE,FALSE,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,0,bigballs@gmail.com,7818397978,8,300,water,1,2022,2,2021,Other Type of Claim,3,2025,Fire Claim
H,,,,ON,CANADA,939,Natalie Carey,1957-08-29,2012,2,FALSE,FALSE,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,0,bigballs@gmail.com,7818397978,5,300,unknown,1,2022,4,2021,Other Type of Claim,7,2021,Sewer Backup Claim
H,,,,ON,CANADA,195,Claudia Lopez,1975-10-15,2015,3,FALSE,TRUE,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,bigballs@gmail.com,8554654009,8,301,wood,1,2022,11,2024,Sewer Backup Claim,2,2022,Water Damage Claim
H,,,,ON,CANADA,,Jeremy Taylor,1992-07-01,2011,2,FALSE,FALSE,0,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,1,bigballs@gmail.com,8554654009,8,300,water,1,2022,10,2022,Liability Claim,7,2025,Personal Property Claim
H,,,,ON,CANADA,,Alexandra Cook,1979-07-09,2023,1,FALSE,TRUE,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,bigballs@gmail.com,7818397978,13,300,naturalgas,1,2022,9,2023,Personal Property Claim,11,2021,Water Damage Claim
H,,,,ON,CANADA,,Katherine Jackson,1950-06-03,2016,1,FALSE,TRUE,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,0,bigballs@gmail.com,7818397978,16,150,water,1,2022,7,2021,Other Type of Claim,10,2021,Water Damage Claim
H,,,,ON,CANADA,,Jordan Gilmore,1975-09-05,2015,1,FALSE,TRUE,0,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,2,bigballs@gmail.com,8554654009,8,150,electric,1,2022,12,2022,Liability Claim,6,2022,Wind/Hail Claim
H,,,,ON,CANADA,,Pamela Weaver,1954-07-04,2021,3,FALSE,FALSE,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,2,bigballs@gmail.com,8554654009,13,150,electric,1,2022,3,2022,Other Type of Claim,10,2022,Other Type of Claim
H,,,,ON,CANADA,,Wendy Hines,1995-01-06,2010,3,FALSE,TRUE,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,2,bigballs@gmail.com,8554654009,13,301,oil,1,2022,11,2024,Sewer Backup Claim,3,2025,Personal Property Claim
H,,,,ON,CANADA,137,Gary Carter,1967-12-03,2016,1,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,1,bigballs@gmail.com,7818397978,8,300,wood,1,2022,1,2025,Other Type of Claim,11,2021,Fire Claim
H,,,,ON,CANADA,657,Ryan Stanton,1967-02-06,2023,3,FALSE,TRUE,2,2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,2,bigballs@gmail.com,2897308160,8,301,oil,1,2022,12,2022,Personal Property Claim,2,2021,Fire Claim
H,,,,ON,CANADA,254,Amanda Joseph,1998-04-08,2010,1,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,0,bigballs@gmail.com,8554654009,16,300,geothermal,1,2022,9,2023,Wind/Hail Claim,8,2024,Wind/Hail Claim
H,,,,ON,CANADA,86,Phillip Lin,1962-10-28,2018,1,FALSE,TRUE,2,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,2,bigballs@gmail.com,2897308160,13,301,oil,1,2022,12,2024,Personal Property Claim,4,2022,Sewer Backup Claim
H,,,,ON,CANADA,536,Amy Smith,1978-06-15,2023,3,FALSE,TRUE,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,bigballs@gmail.com,2897308160,5,150,naturalgas,1,2022,8,2022,Liability Claim,7,2022,Other Type of Claim
H,,,,ON,CANADA,991,Jessica James,1995-07-01,2009,1,FALSE,FALSE,2,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3,0,bigballs@gmail.com,2897308160,5,301,wood,1,2022,10,2021,Liability Claim,11,2023,Liability Claim
H,,,,ON,CANADA,,Andrew Ramirez,1987-07-30,2018,1,FALSE,FALSE,2,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,bigballs@gmail.com,2897308160,16,150,none,1,2022,4,2022,Other Type of Claim,9,2024,Other Type of Claim
H,,,,ON,CANADA,,Jacqueline Bowers,1949-04-08,2016,1,FALSE,TRUE,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,2,bigballs@gmail.com,7818397978,5,300,water,1,2022,7,2023,Liability Claim,10,2022,Fire Claim
H,,,,ON,CANADA,184,Erin Russell,1984-12-03,2014,1,FALSE,TRUE,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,2,0,bigballs@gmail.com,2897308160,8,300,none,1,2022,10,2025,Sewer Backup Claim,10,2024,Liability Claim
H,,,,ON,CANADA,,Christine Snow,1990-02-17,2009,1,FALSE,TRUE,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,2,bigballs@gmail.com,2897308160,16,300,naturalgas,1,2022,6,2022,Water Damage Claim,4,2022,Water Damage Claim
H,,,,ON,CANADA,583,Vincent Martinez,1978-12-12,2015,1,FALSE,FALSE,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2,0,bigballs@gmail.com,7818397978,16,301,unknown,1,2022,9,2021,Water Damage Claim,6,2021,Wind/Hail Claim
H,,,,ON,CANADA,831,Christopher Wright,1947-09-14,2021,2,FALSE,FALSE,2,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,1,bigballs@gmail.com,2897308160,16,301,water,1,2022,12,2024,Water Damage Claim,11,2024,Sewer Backup Claim
H,,,,ON,CANADA,,Brianna Wilson,1974-11-15,2017,1,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,2,bigballs@gmail.com,8554654009,13,301,oil,1,2022,9,2022,Personal Property Claim,2,2023,Personal Property Claim
H,,,,ON,CANADA,,Benjamin Holt,1990-08-21,2022,3,FALSE,TRUE,0,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,2,bigballs@gmail.com,2897308160,16,150,geothermal,1,2022,7,2023,Wind/Hail Claim,11,2023,Other Type of Claim
H,,,,ON,CANADA,,Stephen Mccormick,1964-03-22,2016,3,FALSE,TRUE,2,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,2,bigballs@gmail.com,7818397978,16,301,geothermal,1,2022,1,2023,Liability Claim,5,2022,Water Damage Claim
H,,,,ON,CANADA,,Andrew Lewis,1949-11-03,2024,2,FALSE,FALSE,0,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,2,bigballs@gmail.com,8554654009,8,301,none,1,2022,1,2024,Fire Claim,9,2023,Sewer Backup Claim
H,,,,ON,CANADA,629,Daniel Ramos,1971-05-26,2011,1,FALSE,FALSE,1,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,0,bigballs@gmail.com,7818397978,8,300,unknown,1,2022,4,2025,Personal Property Claim,10,2021,Other Type of Claim
H,,,,ON,CANADA,,Katelyn Sanchez,1992-03-29,2022,2,FALSE,FALSE,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,2,bigballs@gmail.com,2897308160,5,150,geothermal,1,2022,9,2023,Water Damage Claim,9,2022,Other Type of Claim
H,,,,ON,CANADA,508,Brandon Strong,1994-09-14,2016,2,FALSE,TRUE,0,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,bigballs@gmail.com,2897308160,16,150,none,1,2022,8,2025,Liability Claim,4,2022,Wind/Hail Claim
H,,,,ON,CANADA,,Teresa Hunt,1955-05-24,2020,1,FALSE,TRUE,1,0,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,1,bigballs@gmail.com,2897308160,5,301,radiant,1,2022,5,2022,Other Type of Claim,10,2024,Water Damage Claim
H,,,,ON,CANADA,,Scott Anderson,1970-05-03,2023,3,FALSE,FALSE,0,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,1,bigballs@gmail.com,8554654009,13,150,unknown,1,2022,5,2024,Personal Property Claim,1,2023,Sewer Backup Claim
H,,,,ON,CANADA,449,Marcus Jefferson,1987-09-09,2009,2,FALSE,TRUE,1,0,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,2,bigballs@gmail.com,7818397978,16,150,unknown,1,2022,5,2024,Liability Claim,6,2022,Liability Claim
H,,,,ON,CANADA,145,Ryan Sosa,1947-03-09,2015,3,FALSE,FALSE,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,0,bigballs@gmail.com,8554654009,16,150,oil,1,2022,8,2022,Sewer Backup Claim,10,2022,Fire Claim
H,,,,ON,CANADA,259,Dawn Sanchez,1956-01-28,2017,2,FALSE,FALSE,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,2,bigballs@gmail.com,7818397978,8,150,naturalgas,1,2022,9,2021,Wind/Hail Claim,1,2021,Sewer Backup Claim
H,,,,ON,CANADA,645,Carla Peterson,1988-04-30,2014,2,FALSE,TRUE,0,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,bigballs@gmail.com,8554654009,13,300,electric,1,2022,9,2025,Other Type of Claim,8,2024,Wind/Hail Claim
H,,,,ON,CANADA,409,Aaron Wilson,1989-03-01,2016,1,FALSE,TRUE,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,1,bigballs@gmail.com,7818397978,16,300,oil,1,2022,7,2025,Wind/Hail Claim,2,2022,Wind/Hail Claim
H,,,,ON,CANADA,729,Stephen Lewis,1945-01-25,2011,1,FALSE,TRUE,2,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2,2,bigballs@gmail.com,7818397978,8,300,none,1,2022,7,2024,Liability Claim,4,2025,Water Damage Claim
H,,,,ON,CANADA,843,Diane Brown,1992-10-25,2019,2,FALSE,FALSE,0,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,bigballs@gmail.com,7818397978,5,301,unknown,1,2022,8,2024,Personal Property Claim,8,2021,Fire Claim
H,,,,ON,CANADA,,Jeffery Miles,1989-04-30,2012,3,FALSE,FALSE,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,0,bigballs@gmail.com,2897308160,5,300,wood,1,2022,12,2022,Personal Property Claim,12,2025,Liability Claim
H,,,,ON,CANADA,941,Alisha Murphy,2001-02-11,2020,3,FALSE,FALSE,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,bigballs@gmail.com,8554654009,5,301,electric,1,2022,5,2025,Water Damage Claim,9,2022,Water Damage Claim
H,,,,ON,CANADA,,Tyler Vang,1966-06-18,2012,2,FALSE,TRUE,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,bigballs@gmail.com,2897308160,16,300,electric,1,2022,9,2022,Other Type of Claim,1,2021,Liability Claim
H,,,,ON,CANADA,,Brian Giles,1999-10-08,2017,1,FALSE,TRUE,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,2,bigballs@gmail.com,8554654009,8,300,naturalgas,1,2022,5,2022,Water Damage Claim,5,2022,Personal Property Claim
H,,,,ON,CANADA,237,Candice Flynn,1981-10-08,2024,3,FALSE,TRUE,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2,2,bigballs@gmail.com,2897308160,13,150,naturalgas,1,2022,2,2023,Other Type of Claim,3,2022,Fire Claim
H,,,,ON,CANADA,,Kayla Riley,1973-10-26,2021,2,FALSE,TRUE,1,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,bigballs@gmail.com,8554654009,13,301,water,1,2022,11,2022,Water Damage Claim,1,2022,Wind/Hail Claim
H,,,,ON,CANADA,695,Ryan Mccann,1978-10-03,2011,3,FALSE,TRUE,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,1,bigballs@gmail.com,8554654009,13,150,water,1,2022,5,2022,Personal Property Claim,11,2022,Personal Property Claim
H,,,,ON,CANADA,,Eric Dougherty,1996-10-12,2017,1,FALSE,FALSE,2,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,bigballs@gmail.com,8554654009,13,301,radiant,1,2022,2,2025,Water Damage Claim,8,2022,Personal Property Claim
H,,,,ON,CANADA,,Shannon Kim,1956-07-29,2022,1,FALSE,TRUE,1,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1,2,bigballs@gmail.com,8554654009,13,150,unknown,1,2022,12,2023,Other Type of Claim,9,2025,Wind/Hail Claim
H,,,,ON,CANADA,,Virginia Ortiz,2002-11-19,2017,3,FALSE,FALSE,2,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,bigballs@gmail.com,8554654009,16,301,unknown,1,2022,8,2025,Water Damage Claim,9,2024,Other Type of Claim
H,,,,ON,CANADA,897,Richard Miller,1947-04-08,2016,2,FALSE,FALSE,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,bigballs@gmail.com,2897308160,5,300,unknown,1,2022,5,2022,Wind/Hail Claim,5,2025,Fire Claim
H,,,,ON,CANADA,,Jeffrey Fisher,1946-05-25,2017,1,FALSE,TRUE,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,0,bigballs@gmail.com,2897308160,16,301,electric,1,2022,2,2022,Fire Claim,9,2021,Wind/Hail Claim
H,,,,ON,CANADA,644,Daniel Wang,1955-08-24,2021,3,FALSE,TRUE,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,2,bigballs@gmail.com,8554654009,13,301,water,1,2022,4,2022,Wind/Hail Claim,10,2022,Wind/Hail Claim
