insurance_type,postal_code,address,city,province,country,unit_apt,name,date_of_birth,move_in_year,occupants,active_home_insurance,ever_insured,num_claims,num_cancellations,multiline_discount,has_monitored_fire_alarm,has_deadbolt_locks,has_monitored_burglar_alarm,has_sprinkler_system,occupants_non_smokers,num_fire_extinguishers,num_mortgages,email,phone,nearest_firehall,nearest_firehydrant,primary_heating,cancellation_month,cancellation_year,claim_month_zero,claim_year_zero,claim_type_zero,claim_month_one,claim_year_one,claim_type_one
H,N2S2X9,19056 Linda Drive,Thomasport,ON,CANADA,886,Jennifer Washington,1983-06-06,2012,2,FALSE,FALSE,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,3,bigballs@gmail.com,8554654009,16,300,oil,1,2022,4,2022,Wind/Hail Claim,1,2024,Sewer Backup Claim
H,N5J 6A1,6438 Boyle Avenue Suite 956,Nolanland,ON,CANADA,104,Joseph Patton,1990-05-16,2014,2,FALSE,TRUE,2,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,3,bigballs@gmail.com,7818397978,16,301,geothermal,1,2022,9,2021,Fire Claim,9,2023,Water Damage Claim
H,L7V 7G8,24351 Andrew Ports,Smithville,ON,CANADA,189,Dawn Thomas,1972-08-14,2014,3,FALSE,TRUE,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,bigballs@gmail.com,2897308160,13,301,electric,1,2022,6,2024,Wind/Hail Claim,5,2022,Sewer Backup Claim
H,K2Y 6J7,495 Deleon Hill Suite 889,Lisamouth,ON,CANADA,443,Eddie Winters,1946-09-29,2013,3,FALSE,FALSE,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,bigballs@gmail.com,8554654009,13,150,none,1,2022,3,2022,Liability Claim,9,2021,Fire Claim
H,N1T 8R3,31282 Johnson Mews Suite 831,East Maria,ON,CANADA,806,Kelsey Arnold,1948-10-17,2011,3,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,3,bigballs@gmail.com,7818397978,16,301,geothermal,1,2022,5,2021,Sewer Backup Claim,10,2025,Other Type of Claim
H,N1H 2E8,1818 Odom Square Apt. 479,Danieltown,ON,CANADA,239,Yolanda Graham,1957-10-17,2013,2,FALSE,FALSE,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,bigballs@gmail.com,2897308160,8,150,none,1,2022,7,2023,Water Damage Claim,7,2022,Water Damage Claim
H,L4P7J8,83869 Larson Neck,New Justinfurt,ON,CANADA,,Kimberly Mcdaniel,1960-12-06,2021,3,FALSE,FALSE,2,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3,0,bigballs@gmail.com,7818397978,5,301,naturalgas,1,2022,10,2024,Liability Claim,9,2022,Wind/Hail Claim
H,K4M3Y1,7722 Mallory Well Apt. 466,South Aliciafurt,ON,CANADA,,Gregory Fitzgerald,1979-07-29,2021,3,FALSE,TRUE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,bigballs@gmail.com,7818397978,13,301,unknown,1,2022,6,2021,Personal Property Claim,6,2023,Personal Property Claim
H,K2Y3V8,478 Joshua Radial,Steveport,ON,CANADA,449,Tracy Gordon,1973-01-02,2016,1,FALSE,FALSE,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,3,bigballs@gmail.com,7818397978,5,150,radiant,1,2022,8,2024,Personal Property Claim,9,2025,Liability Claim
H,L3Y2M2,1796 Hopkins Cliffs Suite 474,Kathrynport,ON,CANADA,775,Duane Henry,1987-10-31,2024,2,FALSE,TRUE,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,3,bigballs@gmail.com,8554654009,13,300,naturalgas,1,2022,2,2021,Personal Property Claim,5,2022,Personal Property Claim
H,N9G9T3,20446 Parker Summit Apt. 210,Scottburgh,ON,CANADA,400,Elizabeth Kennedy,1998-08-15,2018,1,FALSE,FALSE,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1,bigballs@gmail.com,2897308160,13,150,electric,1,2022,8,2021,Liability Claim,7,2024,Sewer Backup Claim
H,M1Y 7V3,355 Taylor Glen Suite 802,Tammyland,ON,CANADA,659,Zachary Richardson,1944-11-14,2018,3,FALSE,FALSE,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,1,bigballs@gmail.com,7818397978,13,301,electric,1,2022,8,2022,Water Damage Claim,3,2022,Personal Property Claim
H,L2X5P2,7269 Tyler Viaduct,South Paulton,ON,CANADA,,Nathaniel Best,1977-10-29,2012,1,FALSE,FALSE,0,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,0,bigballs@gmail.com,8554654009,8,301,naturalgas,1,2022,4,2022,Liability Claim,3,2021,Liability Claim
H,K8E5C2,7110 Abbott Union Suite 140,Vazqueztown,ON,CANADA,411,Victoria Elliott,1987-01-03,2018,3,FALSE,TRUE,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,bigballs@gmail.com,8554654009,5,150,geothermal,1,2022,8,2022,Wind/Hail Claim,5,2021,Liability Claim
H,P2B 2L7,0131 Mahoney Mills,North Samanthabury,ON,CANADA,,Theresa Martin,1950-12-22,2015,1,FALSE,TRUE,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,3,bigballs@gmail.com,7818397978,13,301,radiant,1,2022,5,2022,Other Type of Claim,6,2023,Other Type of Claim
H,N3E9T9,3234 Medina Isle,New Kellyland,ON,CANADA,,Nathan Smith,1966-02-09,2019,3,FALSE,TRUE,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,2,bigballs@gmail.com,2897308160,5,300,none,1,2022,6,2023,Personal Property Claim,3,2022,Water Damage Claim
H,N3C 4J3,51997 Miller Bypass,Ramseyfort,ON,CANADA,,Dwayne Bond,1980-07-24,2015,3,FALSE,TRUE,2,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,2,bigballs@gmail.com,7818397978,13,300,naturalgas,1,2022,5,2021,Other Type of Claim,5,2022,Water Damage Claim
H,L1K 3M8,918 Scott Cape Apt. 123,Kingtown,ON,CANADA,845,Cameron Gregory,1975-08-25,2010,3,FALSE,FALSE,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,bigballs@gmail.com,8554654009,5,300,oil,1,2022,8,2022,Sewer Backup Claim,6,2024,Fire Claim
H,K3K 6N7,696 Jack Summit,Kimberlyville,ON,CANADA,513,Catherine Klein,1973-08-17,2021,2,FALSE,TRUE,0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,3,bigballs@gmail.com,7818397978,16,150,wood,1,2022,4,2022,Other Type of Claim,5,2022,Liability Claim
H,M4R 4A6,5539 Brett Mall,Flynnview,ON,CANADA,210,Jennifer Lopez,1952-03-02,2011,2,FALSE,TRUE,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,bigballs@gmail.com,7818397978,5,301,unknown,1,2022,11,2023,Other Type of Claim,8,2023,Sewer Backup Claim
H,M6B 5A1,577 Ortiz Trail,Scottmouth,ON,CANADA,,Kenneth Nelson,1948-08-19,2013,2,FALSE,FALSE,0,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,bigballs@gmail.com,7818397978,8,300,oil,1,2022,3,2024,Other Type of Claim,8,2021,Water Damage Claim
H,K3G 3V1,06858 Nicholas Hills,South Sheryl,ON,CANADA,,Brian Lawson,1987-05-11,2018,2,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,bigballs@gmail.com,8554654009,5,300,water,1,2022,3,2022,Sewer Backup Claim,9,2022,Other Type of Claim
H,N6B 3Y6,215 Kara Prairie,Kristenport,ON,CANADA,261,Courtney Lewis,1953-08-09,2019,2,FALSE,TRUE,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,0,bigballs@gmail.com,7818397978,8,150,geothermal,1,2022,10,2022,Water Damage Claim,1,2022,Personal Property Claim
H,P1S 1T6,9197 Bryan Way Suite 213,North Malik,ON,CANADA,,Kenneth Garner,1952-01-03,2021,2,FALSE,TRUE,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,2,bigballs@gmail.com,8554654009,5,301,geothermal,1,2022,8,2023,Fire Claim,4,2025,Sewer Backup Claim
H,L9J 6L1,60415 Christina Branch Suite 756,Danielview,ON,CANADA,,Cassandra Williams,1950-12-20,2023,1,FALSE,FALSE,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,2,bigballs@gmail.com,8554654009,16,150,oil,1,2022,3,2023,Personal Property Claim,7,2023,Water Damage Claim
H,P1K1M1,836 Gabriel Ferry,Joshuafurt,ON,CANADA,297,Maria Pace,1990-09-19,2020,2,FALSE,TRUE,2,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,0,bigballs@gmail.com,2897308160,16,300,geothermal,1,2022,11,2024,Wind/Hail Claim,10,2022,Fire Claim
H,L9K2C3,472 Nelson Stravenue Suite 134,Smithmouth,ON,CANADA,110,Michael Reid,2006-01-07,2020,1,FALSE,TRUE,2,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,3,bigballs@gmail.com,8554654009,13,150,water,1,2022,8,2022,Other Type of Claim,8,2021,Sewer Backup Claim
H,M6R 6G4,860 York Streets Apt. 040,Sandratown,ON,CANADA,115,Annette Elliott,1979-11-04,2009,3,FALSE,TRUE,0,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,3,bigballs@gmail.com,7818397978,8,150,water,1,2022,12,2021,Personal Property Claim,7,2024,Wind/Hail Claim
H,K1C 3A3,8488 Mcdonald Pine Apt. 670,Andrewborough,ON,CANADA,499,Rachel Ware,2006-06-16,2023,2,FALSE,TRUE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,3,bigballs@gmail.com,7818397978,8,300,naturalgas,1,2022,3,2022,Sewer Backup Claim,10,2021,Other Type of Claim
H,M2T1H8,34931 Webb Street,Janicemouth,ON,CANADA,536,Christopher Ayala,1963-12-14,2013,3,FALSE,FALSE,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,bigballs@gmail.com,2897308160,16,301,geothermal,1,2022,10,2021,Fire Claim,12,2024,Liability Claim
H,M2E7X8,66810 Ochoa Terrace Apt. 733,Villanuevamouth,ON,CANADA,,Kenneth Moore MD,1978-01-05,2020,3,FALSE,TRUE,0,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,1,bigballs@gmail.com,2897308160,13,301,none,1,2022,3,2024,Water Damage Claim,2,2023,Other Type of Claim
H,L4T6Y9,295 Holland Canyon Suite 074,East Colleen,ON,CANADA,840,Paula Roberts,1966-09-14,2009,3,FALSE,TRUE,1,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3,2,bigballs@gmail.com,7818397978,13,150,wood,1,2022,11,2024,Wind/Hail Claim,3,2022,Wind/Hail Claim
H,L6G6P9,8538 Moreno Highway,Webbville,ON,CANADA,,Jasmine Nguyen,1985-10-23,2010,3,FALSE,TRUE,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,2,bigballs@gmail.com,2897308160,13,301,radiant,1,2022,1,2022,Sewer Backup Claim,7,2023,Personal Property Claim
H,N7H 8N4,9700 Rodney Rapid,Elliottbury,ON,CANADA,180,Donna Garcia,1979-09-23,2014,3,FALSE,FALSE,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,3,bigballs@gmail.com,7818397978,5,150,oil,1,2022,7,2021,Wind/Hail Claim,2,2023,Water Damage Claim
H,M8M7B5,78304 Gloria Shoals,West Maryberg,ON,CANADA,,Wendy Summers,1989-03-30,2015,3,FALSE,TRUE,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2,bigballs@gmail.com,2897308160,5,300,unknown,1,2022,2,2022,Personal Property Claim,2,2022,Sewer Backup Claim
H,K5P 4B7,82669 Payne Lodge,East Seanfort,ON,CANADA,,Jennifer Juarez,1979-07-04,2015,2,FALSE,TRUE,0,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,0,bigballs@gmail.com,8554654009,8,300,none,1,2022,10,2023,Liability Claim,2,2021,Wind/Hail Claim
H,M5A2N4,97469 Jonathan Keys Suite 521,Trevorside,ON,CANADA,759,Matthew Pierce,2006-07-04,2016,1,FALSE,FALSE,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,3,bigballs@gmail.com,2897308160,16,150,water,1,2022,12,2022,Other Type of Claim,12,2024,Liability Claim
H,N7E9H7,941 Roth Isle Suite 175,Franciscobury,ON,CANADA,,Daniel Ali,2000-07-10,2009,2,FALSE,TRUE,1,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,3,bigballs@gmail.com,2897308160,13,300,geothermal,1,2022,6,2023,Other Type of Claim,3,2024,Wind/Hail Claim
H,L2J2B5,2587 Ortiz Path,New Ryanbury,ON,CANADA,,Dustin Turner,1960-02-13,2013,2,FALSE,FALSE,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,bigballs@gmail.com,8554654009,5,300,water,1,2022,5,2022,Wind/Hail Claim,2,2022,Water Damage Claim
H,K9G 7A5,9687 Nathan Terrace Apt. 537,North Angela,ON,CANADA,,Marcus Whitehead,1948-08-09,2014,1,FALSE,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,2,bigballs@gmail.com,2897308160,8,150,water,1,2022,7,2022,Wind/Hail Claim,9,2024,Liability Claim
H,K5X 9G8,5791 Patterson Mall,East Cynthia,ON,CANADA,,David Kramer,1962-02-21,2009,2,FALSE,FALSE,0,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2,3,bigballs@gmail.com,7818397978,13,150,electric,1,2022,10,2023,Liability Claim,10,2023,Other Type of Claim
H,M2E 9A9,6019 Matthew Knoll,East Katherine,ON,CANADA,,Steven Booth,1946-08-11,2009,2,FALSE,TRUE,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,3,bigballs@gmail.com,8554654009,5,301,water,1,2022,10,2021,Wind/Hail Claim,3,2021,Water Damage Claim
H,M8G 6C7,17529 Sierra Hills,North Lisaview,ON,CANADA,627,Mark Patton,1996-09-25,2009,1,FALSE,FALSE,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3,3,bigballs@gmail.com,2897308160,5,300,unknown,1,2022,4,2021,Personal Property Claim,10,2025,Sewer Backup Claim
H,K9E9T9,5638 Hampton Parkway,South Donnafort,ON,CANADA,,John Martin,2003-11-30,2021,3,FALSE,TRUE,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,1,bigballs@gmail.com,8554654009,13,301,water,1,2022,9,2023,Other Type of Claim,9,2023,Personal Property Claim
H,N9V8C7,780 Helen Trail,Lopezstad,ON,CANADA,756,Jennifer Harper,1961-12-09,2019,3,FALSE,FALSE,2,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,1,bigballs@gmail.com,2897308160,5,301,water,1,2022,4,2022,Fire Claim,4,2024,Fire Claim
H,L4J4M5,67382 Williams Greens Suite 697,Lake Jodystad,ON,CANADA,793,Jenna Evans,2006-03-30,2015,3,FALSE,TRUE,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,3,bigballs@gmail.com,2897308160,5,300,radiant,1,2022,5,2025,Liability Claim,7,2025,Sewer Backup Claim
H,P3Y 7R4,2420 Bailey Villages,North James,ON,CANADA,98,Mark Mayo,1994-10-31,2009,3,FALSE,FALSE,2,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,bigballs@gmail.com,8554654009,5,300,none,1,2022,5,2023,Liability Claim,10,2022,Fire Claim
H,M7P 3P8,21938 Christopher Meadows,Micheleport,ON,CANADA,870,Jesse Davis,1975-09-25,2015,2,FALSE,FALSE,2,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,bigballs@gmail.com,8554654009,16,300,oil,1,2022,11,2025,Personal Property Claim,9,2025,Sewer Backup Claim
H,M3S3A8,756 Atkins Estates Suite 990,Nunezhaven,ON,CANADA,307,Jessica Smith,1961-05-14,2009,3,FALSE,FALSE,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,3,bigballs@gmail.com,2897308160,5,300,geothermal,1,2022,5,2024,Liability Claim,1,2024,Other Type of Claim
H,N2B 3P3,47716 Morgan Roads,Nicholsonberg,ON,CANADA,293,Gregory Haynes,1995-01-19,2019,1,FALSE,FALSE,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,0,bigballs@gmail.com,7818397978,8,301,unknown,1,2022,3,2021,Liability Claim,1,2024,Liability Claim
H,N8B9S7,187 Brian Stream Suite 788,Amyport,ON,CANADA,221,Austin Underwood,1964-10-30,2024,3,FALSE,FALSE,2,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0,3,bigballs@gmail.com,2897308160,16,301,water,1,2022,9,2022,Other Type of Claim,1,2023,Water Damage Claim
H,L8X 8H3,12058 Ann Light,New Tyler,ON,CANADA,,Michelle Harris,1946-09-07,2015,1,FALSE,FALSE,2,2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3,2,bigballs@gmail.com,8554654009,13,301,wood,1,2022,6,2022,Sewer Backup Claim,7,2021,Other Type of Claim
H,L6V 6C6,79742 Timothy Hollow Suite 634,Barnettview,ON,CANADA,131,Ann Zimmerman,1963-12-31,2019,1,FALSE,TRUE,1,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,0,bigballs@gmail.com,8554654009,16,300,none,1,2022,2,2023,Sewer Backup Claim,6,2024,Other Type of Claim
H,P1Y 6M1,7810 Smith Forge,Lake Sean,ON,CANADA,219,Andrew Harrison,1999-06-05,2012,3,FALSE,FALSE,0,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,bigballs@gmail.com,8554654009,8,301,oil,1,2022,3,2024,Personal Property Claim,2,2025,Personal Property Claim
H,N7S 5S1,6777 Williams Mews Apt. 747,Dennisland,ON,CANADA,,Terri Daniels,1956-04-28,2017,3,FALSE,FALSE,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3,3,bigballs@gmail.com,7818397978,16,150,none,1,2022,10,2023,Personal Property Claim,6,2024,Wind/Hail Claim
H,K7X7J9,92921 Hernandez Drive Apt. 096,Garrettside,ON,CANADA,459,Jenna Fleming,1953-02-06,2019,2,FALSE,FALSE,1,2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2,3,bigballs@gmail.com,2897308160,5,300,none,1,2022,11,2021,Personal Property Claim,6,2022,Other Type of Claim
H,N8K8E1,911 Joseph Greens Apt. 923,Austintown,ON,CANADA,,Troy Beasley,1967-02-08,2012,3,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,bigballs@gmail.com,7818397978,5,301,geothermal,1,2022,3,2025,Personal Property Claim,1,2025,Water Damage Claim
H,K1J5M6,444 Terri Spur,Payneland,ON,CANADA,892,Rodney Kelley,1976-04-25,2013,3,FALSE,TRUE,0,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,bigballs@gmail.com,2897308160,8,301,wood,1,2022,11,2024,Fire Claim,3,2022,Fire Claim
H,P2M9E1,469 Patton Villages,Jonathanville,ON,CANADA,,Ryan Rocha,1964-06-18,2013,2,FALSE,TRUE,1,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,3,bigballs@gmail.com,7818397978,13,301,water,1,2022,11,2022,Liability Claim,3,2024,Personal Property Claim
H,K4C1C9,6156 Mejia Locks Apt. 157,South Daniel,ON,CANADA,882,Laura Cline,1981-12-16,2009,1,FALSE,FALSE,2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,bigballs@gmail.com,2897308160,13,300,naturalgas,1,2022,4,2025,Personal Property Claim,9,2022,Personal Property Claim
H,M5Y1B6,12396 Sanford Keys,Palmerstad,ON,CANADA,,Mrs. Monica Gill DVM,1979-04-16,2023,3,FALSE,TRUE,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,1,bigballs@gmail.com,8554654009,8,301,radiant,1,2022,7,2023,Sewer Backup Claim,2,2022,Water Damage Claim
H,K3N4K5,184 Nancy Via,Jacksontown,ON,CANADA,,Brandon Howard,2004-07-01,2011,1,FALSE,TRUE,2,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,bigballs@gmail.com,8554654009,5,300,none,1,2022,6,2024,Sewer Backup Claim,2,2022,Liability Claim
H,P5G 3Y4,7420 Marshall Brooks Apt. 636,Martinezshire,ON,CANADA,,Debra Bass,2002-05-23,2024,1,FALSE,FALSE,2,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,bigballs@gmail.com,7818397978,5,150,oil,1,2022,6,2024,Sewer Backup Claim,8,2021,Sewer Backup Claim
H,P2H7X9,06858 Matthew Keys Suite 180,Gilesstad,ON,CANADA,266,Paul Wells,1993-09-17,2014,3,FALSE,TRUE,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,3,bigballs@gmail.com,2897308160,16,150,unknown,1,2022,7,2022,Fire Claim,4,2025,Other Type of Claim
H,P2L9T7,39235 James Manors,West Jennifer,ON,CANADA,784,Catherine Nguyen,2002-12-10,2023,2,FALSE,TRUE,2,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,3,bigballs@gmail.com,7818397978,5,150,geothermal,1,2022,11,2023,Wind/Hail Claim,3,2023,Personal Property Claim
H,N5H4B9,1162 Torres Dam Apt. 106,Hansenfort,ON,CANADA,468,Lori Hunter,1946-04-18,2017,1,FALSE,TRUE,0,0,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,2,bigballs@gmail.com,8554654009,13,150,oil,1,2022,7,2022,Liability Claim,7,2022,Personal Property Claim
H,P1H1M3,97772 Joshua Bypass Apt. 924,Harrisstad,ON,CANADA,,Angela Osborn,1962-08-01,2015,3,FALSE,TRUE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,1,bigballs@gmail.com,7818397978,13,150,radiant,1,2022,4,2024,Other Type of Claim,6,2023,Liability Claim
H,L2N 8B9,139 Green Station,Kempfort,ON,CANADA,116,Jesse Lopez,1959-10-05,2013,1,FALSE,TRUE,1,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,0,bigballs@gmail.com,7818397978,13,301,unknown,1,2022,3,2023,Personal Property Claim,4,2023,Personal Property Claim
H,K9V 9P4,638 Jasmine Tunnel Suite 987,North Matthew,ON,CANADA,212,Gary Miller,1983-04-27,2015,2,FALSE,FALSE,0,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,1,bigballs@gmail.com,2897308160,5,300,wood,1,2022,4,2024,Fire Claim,2,2022,Wind/Hail Claim
H,K2X9N6,7186 James Pines Suite 140,Danielsfurt,ON,CANADA,598,Kenneth Harper,1963-03-13,2010,1,FALSE,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,bigballs@gmail.com,7818397978,13,300,wood,1,2022,1,2022,Water Damage Claim,6,2024,Liability Claim
H,N6G 1V8,40128 Murphy Road,North Richardshire,ON,CANADA,314,Toni Bowman,1997-01-09,2023,3,FALSE,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,3,bigballs@gmail.com,7818397978,13,300,radiant,1,2022,3,2023,Wind/Hail Claim,5,2025,Wind/Hail Claim
H,L3J6S2,113 Evans Plains,Kimberlyton,ON,CANADA,,Ryan Gregory,1986-07-11,2015,2,FALSE,FALSE,0,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,0,bigballs@gmail.com,7818397978,5,301,radiant,1,2022,8,2021,Liability Claim,5,2023,Other Type of Claim
H,N2K 6T5,20079 Silva Lights,Port Kristinmouth,ON,CANADA,642,Kenneth Reyes,1974-03-26,2018,1,FALSE,FALSE,2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,3,bigballs@gmail.com,2897308160,13,300,radiant,1,2022,1,2021,Wind/Hail Claim,9,2021,Wind/Hail Claim
H,P3N2S4,0623 Buck Mountain,Port Valerieton,ON,CANADA,,Shane Reynolds,1975-08-06,2024,2,FALSE,TRUE,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,bigballs@gmail.com,8554654009,16,150,unknown,1,2022,6,2025,Wind/Hail Claim,10,2024,Water Damage Claim
H,P4M1Y1,85317 Ryan Union Suite 895,New Julie,ON,CANADA,282,Marcus Castaneda,1967-05-12,2009,3,FALSE,TRUE,2,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0,bigballs@gmail.com,8554654009,8,300,water,1,2022,3,2022,Water Damage Claim,4,2021,Water Damage Claim
H,K9Y7R6,44052 Melissa Cliffs,Mcknightland,ON,CANADA,,Eric Giles,1945-12-04,2021,2,FALSE,TRUE,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3,1,bigballs@gmail.com,2897308160,13,301,unknown,1,2022,9,2024,Wind/Hail Claim,2,2021,Liability Claim
H,K2T6P3,1774 Natalie Row,Edwardfurt,ON,CANADA,957,Mrs. Heather Bishop,1992-05-27,2015,2,FALSE,FALSE,2,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,0,bigballs@gmail.com,7818397978,16,300,water,1,2022,4,2021,Wind/Hail Claim,10,2022,Fire Claim
H,N8A8G5,9732 Ortiz Ferry,Daltonview,ON,CANADA,,Jack Carey,1962-04-30,2009,1,FALSE,FALSE,0,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,2,bigballs@gmail.com,8554654009,8,300,geothermal,1,2022,3,2024,Water Damage Claim,9,2023,Water Damage Claim
H,P5A9E3,455 Lori Landing,Jenkinschester,ON,CANADA,418,Amanda Heath,1997-09-24,2024,2,FALSE,TRUE,0,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2,2,bigballs@gmail.com,8554654009,5,300,water,1,2022,7,2021,Personal Property Claim,6,2025,Personal Property Claim
H,K5X 7C8,2159 Kyle Place,Burkeshire,ON,CANADA,,Todd Mcpherson,1968-07-09,2019,2,FALSE,FALSE,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,3,bigballs@gmail.com,2897308160,13,150,oil,1,2022,2,2021,Liability Claim,8,2023,Wind/Hail Claim
H,L2R2V6,307 Susan Inlet,Davidfurt,ON,CANADA,681,Ronnie Williams,1997-09-20,2013,1,FALSE,TRUE,0,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,0,bigballs@gmail.com,8554654009,8,150,radiant,1,2022,11,2022,Personal Property Claim,8,2024,Water Damage Claim
H,N7X 2E3,74286 Wheeler Harbors,West Tyler,ON,CANADA,,Victor Shelton,1947-06-28,2016,1,FALSE,TRUE,2,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,bigballs@gmail.com,2897308160,16,301,wood,1,2022,10,2024,Fire Claim,5,2021,Fire Claim
H,M3C 5N3,443 Michael Union,South Keith,ON,CANADA,793,Mercedes Rivera,1974-07-07,2014,1,FALSE,FALSE,1,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,2,bigballs@gmail.com,7818397978,13,150,naturalgas,1,2022,12,2022,Water Damage Claim,5,2021,Sewer Backup Claim
